open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1778353200000,2329.23,2332.95,2325.56,2331.13,54439.288,1778356799999,126786986.58118,71006,31835.422,74153053.70589,0
1778356800000,2331.14,2332.00,2326.29,2328.31,30160.266,1778360399999,70230073.42321,47307,14251.554,33184097.64906,0
1778360400000,2328.31,2331.06,2327.76,2329.93,27876.594,1778363999999,64934332.70461,43228,14538.680,33865673.94556,0
1778364000000,2329.93,2332.61,2326.26,2328.90,29143.631,1778367599999,67893623.31257,55279,14826.462,34540230.61924,0
1778367600000,2328.89,2331.00,2323.47,2325.22,37517.418,1778371199999,87275097.69403,52848,15803.582,36764849.17210,0
1778371200000,2325.23,2329.18,2319.36,2323.04,52114.690,1778374799999,121145747.04076,74408,24466.463,56885315.22017,0
1778374800000,2323.04,2324.37,2317.02,2322.79,52953.498,1778378399999,122879313.41725,79762,27064.669,62808715.20081,0
1778378400000,2322.78,2327.35,2319.12,2326.99,38068.966,1778381999999,88463263.33077,60815,21901.159,50894734.15839,0
1778382000000,2326.99,2333.95,2322.67,2326.79,56769.613,1778385599999,132182206.19963,73117,31523.768,73411921.26752,0
1778385600000,2326.79,2330.00,2325.10,2327.29,31830.386,1778389199999,74084026.98902,54885,15021.268,34962980.25462,0
1778389200000,2327.29,2329.43,2325.50,2326.23,22101.907,1778392799999,51440532.41428,46090,10900.143,25370016.95087,0
1778392800000,2326.22,2329.84,2325.80,2328.32,31555.463,1778396399999,73446642.73170,46412,17589.885,40941893.41587,0
